Filename,Comp,RT,Area
20230103_09,V069.P04,4.372,167568
20230103_09,M045.P07,4.377,1176224
20230103_09,N056.P02,6.498,10129
20230103_09,N057.P07,7.653,150018
20230103_09,N059.P06,9.177,252889
20230103_09,N094.P04,9.303,21253
20230103_09,Q081.P01,9.429,6352
20230103_09,Q125.P01,9.86,2194
20230103_09,Q085.P01,10.27,36088
20230103_09,Q069.P02,11.366,6161
20230103_09,Q120.P01,11.568,7027
20230103_09,R085.P01,12.708,27050
20230103_09,R099.P01,13.37,3951
20230103_09,S113.P01,15.819,50360
20230103_09,S133.P01,16.087,496534
20230103_09,S131.P01,16.226,2088
20230103_09,S150.P01,16.99,76581
20230103_09,S136.P01,17.078,143575
20230103_09,S128.P01,17.44,9903
20230103_09,S105.P04,17.85,8989
20230103_09,S147.P03,19.303,8394
20230103_09,T091.P08,25.136,29710
20230103_09,T073.P04,29.536,14447
20230103_10,M057.P03,3.689,82130
20230103_10,M045.P07,4.335,1196200
20230103_10,M055.P05,4.591,17100
20230103_10,M057.P08,4.702,130129
20230103_10,M069.P05,4.773,202111
20230103_10,N108.P01,7.228,8102
20230103_10,N108.P01,7.237,12112
20230103_10,N059.P06,9.21,41638
20230103_10,Q081.P01,9.432,4997
20230103_10,Q059.P01,10.004,24284
20230103_10,R085.P01,12.709,21000
20230103_10,S100.P01,15.789,1421
20230103_10,S113.P01,15.82,34504
20230103_10,S133.P01,16.087,534281
20230103_10,S099.P01,17.035,7983
20230103_10,S136.P01,17.075,181853
20230103_10,S147.P03,19.243,7548
20230103_10,T091.P08,25.139,27134
20230103_11,M043.P03,3.3,89981
20230103_11,V069.P04,4.326,82111
20230103_11,M045.P07,4.386,619379
20230103_11,M069.P05,4.77,67688
20230103_11,M109.P01,5.637,0
20230103_11,N108.P01,7.193,48385
20230103_11,N108.P01,7.24,92739
20230103_11,N093.P02,9.127,12491
20230103_11,N059.P06,9.231,323591
20230103_11,Q081.P01,9.431,6129
20230103_11,Q085.P01,10.314,22950
20230103_11,R085.P01,12.723,47248
20230103_11,R099.P01,13.373,4724
20230103_11,S113.P01,15.829,56916
20230103_11,S133.P01,16.086,525923
20230103_11,S131.P01,16.163,10917
20230103_11,S136.P01,17.082,137602
20230103_11,S105.P04,17.887,11450
20230103_11,S095.P01,18.144,8376
20230103_11,T091.P08,25.139,27921
20230103_13,M043.P03,3.34,39777
20230103_13,M045.P07,4.338,468782
20230103_13,V069.P04,4.386,22226
20230103_13,M069.P05,4.792,2753
20230103_13,N108.P01,7.202,7159
20230103_13,W116.P01,8.189,1282
20230103_13,Q081.P01,9.43,11583
20230103_13,R085.P01,12.741,38260
20230103_13,R099.P01,13.368,4548
20230103_13,S100.P01,15.789,2208
20230103_13,S113.P01,15.832,55722
20230103_13,S133.P01,16.091,387487
20230103_13,S150.P01,16.991,69354
20230103_13,S099.P01,17.069,7528
20230103_13,S136.P01,17.087,109937
20230103_13,S105.P04,17.89,7334
20230103_13,S091.P02,18.47,4811
20230103_13,S147.P03,19.205,29403
20230103_13,T057.P13,30.377,4352
20230103_16,M043.P03,3.139,123824
20230103_16,M044.P03,3.418,26987
20230103_16,M045.P07,4.354,556717
20230103_16,M069.P05,4.786,27458
20230103_16,N057.P06,7.717,5292
20230103_16,N093.P02,9.135,9044
20230103_16,N059.P06,9.281,26647
20230103_16,Q081.P01,9.441,1966
20230103_16,Q122.P02,10.261,9883
20230103_16,S133.P01,16.119,177968
20230103_16,S084.P01,16.183,14996
20230103_16,S150.P01,17.012,28404
20230103_16,S105.P04,17.911,6734
20230103_16,S114.P02,18.233,1131
20230103_16,T055.P04,24.608,4091
20230103_16,T091.P08,25.171,6373
20230103_19,M045.P02,3.274,363120
20230103_19,M045.P07,4.383,568420
20230103_19,M069.P05,4.767,45940
20230103_19,M109.P01,5.593,1305
20230103_19,N057.P07,7.686,84604
20230103_19,N070.P03,8.966,3766
20230103_19,N059.P06,9.195,96694
20230103_19,N094.P04,9.313,23045
20230103_19,Q081.P01,9.547,1909
20230103_19,Q069.P02,11.377,3119
20230103_19,R085.P01,12.724,28951
20230103_19,R099.P01,13.383,3265
20230103_19,S100.P01,15.789,7617
20230103_19,S113.P01,15.834,49307
20230103_19,S133.P01,16.098,499899
20230103_19,S084.P01,16.179,5909
20230103_19,S131.P01,16.193,4918
20230103_19,S150.P01,17.001,65594
20230103_19,S136.P01,17.096,131714
20230103_19,S105.P04,17.9,4485
20230103_19,S095.P01,18.151,6054
20230103_19,S147.P03,19.31,10661
20230103_20,M071.P01,2.815,16906
20230103_20,M044.P03,3.415,43693
20230103_20,M045.P07,4.37,819426
20230103_20,V069.P04,4.375,137716
20230103_20,M059.P04.2,4.522,954692
20230103_20,V056.P03,4.604,10220
20230103_20,M055.P05,4.69,15507
20230103_20,M069.P05,4.781,76062
20230103_20,N057.P07,7.627,121354
20230103_20,N044.P11,9.152,36251
20230103_20,N059.P06,9.197,35118
20230103_20,N094.P04,9.291,65726
20230103_20,Q081.P01,9.439,8802
20230103_20,Q128.P02,9.47,6071
20230103_20,Q085.P01,10.252,34320
20230103_20,Q057.P09,10.677,46365
20230103_20,R085.P01,12.705,43480
20230103_20,S113.P01,15.827,48318
20230103_20,S133.P01,16.096,477678
20230103_20,S131.P01,16.147,8846
20230103_20,S150.P01,16.995,70913
20230103_20,S099.P01,17.029,10611
20230103_20,S136.P01,17.087,166670
20230103_20,S128.P01,17.533,9255
20230103_20,S147.P03,19.177,81740
20230103_20,T055.P04,24.59,6206
20230103_23,V069.P04,4.355,150937
20230103_23,M045.P07,4.356,920574
20230103_23,M057.P08,4.643,22959
20230103_23,M069.P05,4.796,22676
20230103_23,N056.P02,6.516,7719
20230103_23,Q081.P01,9.449,5928
20230103_23,Q128.P02,9.497,0
20230103_23,Q125.P01,9.897,4626
20230103_23,R085.P01,12.784,28943
20230103_23,S113.P01,15.86,50416
20230103_23,S133.P01,16.105,464872
20230103_23,S084.P01,16.19,4208
20230103_23,S150.P01,17.004,85047
20230103_23,S136.P01,17.102,148414
20230103_23,S105.P04,17.901,21085
20230103_23,T091.P08,25.158,29382
20230103_23,T057.P13,30.398,3074
20230103_26,M056.P02,3.162,7772
20230103_26,M045.P07,4.367,257409
20230103_26,M057.P10,5.523,7201
20230103_26,N057.P07,7.578,12899
20230103_26,N057.P10,8.601,7684
20230103_26,N044.P11,9.223,6079
20230103_26,Q128.P02,9.508,5969
20230103_26,Q054.P01,9.514,3111
20230103_26,Q081.P01,9.517,10173
20230103_26,Q057.P09,10.692,9423
20230103_26,R085.P01,12.749,9857
20230103_26,S100.P01,15.822,1029
20230103_26,S113.P01,15.847,14552
20230103_26,S133.P01,16.125,197959
20230103_26,S084.P01,16.194,10464
20230103_26,S136.P01,17.145,9949
20230103_26,S105.P04,17.899,4754
20230103_26,T091.P08,25.168,11864
20230103_29,M056.P02,3.144,18447
20230103_29,M045.P07,4.363,878498
20230103_29,M057.P08,4.719,116779
20230103_29,M069.P05,4.804,24462
20230103_29,N057.P06,7.733,53432
20230103_29,N059.P06,9.228,161906
20230103_29,N094.P04,9.258,18362
20230103_29,Q081.P01,9.457,4398
20230103_29,Q059.P01,10.039,30689
20230103_29,Q122.P02,10.286,11497
20230103_29,R085.P01,12.747,18091
20230103_29,R129.P03,14.327,7091
20230103_29,S113.P01,15.849,31157
20230103_29,S133.P01,16.111,456872
20230103_29,S084.P01,16.198,4824
20230103_29,S150.P01,17.015,59934
20230103_29,S099.P01,17.057,9804
20230103_29,S136.P01,17.104,117827
20230103_29,S128.P01,17.483,33005
20230103_29,S105.P04,17.89,4336
20230103_29,S147.P03,19.201,19891
20230103_29,T091.P08,25.165,23604
20230103_30,M071.P01,2.74,44507
20230103_30,M045.P02,3.369,392291
20230103_30,M045.P07,4.363,1014859
20230103_30,M069.P05,4.804,55734
20230103_30,N108.P01,7.167,12010
20230103_30,N070.P03,8.92,4652
20230103_30,N093.P02,9.158,28271
20230103_30,N059.P06,9.224,114458
20230103_30,Q081.P01,9.459,6732
20230103_30,Q054.P01,9.506,4546
20230103_30,R085.P01,12.74,13288
20230103_30,S100.P01,15.793,1202
20230103_30,S113.P01,15.85,33107
20230103_30,S133.P01,16.113,462229
20230103_30,S084.P01,16.198,11162
20230103_30,S150.P01,17.014,84408
20230103_30,S099.P01,17.055,11407
20230103_30,S136.P01,17.104,158976
20230103_30,S128.P01,17.483,16278
20230103_30,S105.P04,17.902,17984
20230103_30,S095.P01,18.166,5023
20230103_30,T091.P08,25.167,25791
20230103_33,M045.P02,3.315,83468
20230103_33,M044.P03,3.417,47871
20230103_33,M045.P07,4.375,758680
20230103_33,M069.P05,4.795,46611
20230103_33,M109.P01,5.548,26192
20230103_33,N057.P07,7.634,143699
20230103_33,N057.P10,8.642,42652
20230103_33,N093.P02,9.073,0
20230103_33,N059.P06,9.17,57947
20230103_33,N094.P04,9.333,15553
20230103_33,Q081.P01,9.451,5029
20230103_33,Q054.P01,9.503,6671
20230103_33,Q125.P01,9.907,0
20230103_33,Q085.P01,10.267,22567
20230103_33,Q113.P02,11.065,4581
20230103_33,Q069.P02,11.327,3137
20230103_33,R085.P01,12.726,31065
20230103_33,S100.P01,15.79,6571
20230103_33,S113.P01,15.841,41701
20230103_33,S133.P01,16.113,434471
20230103_33,S084.P01,16.2,1495
20230103_33,S150.P01,17.015,57384
20230103_33,S136.P01,17.104,134085
20230103_33,S105.P04,17.92,7017
20230103_33,T091.P08,25.165,30333
20230103_35,M045.P07,4.359,639287
20230103_35,M069.P05,4.713,4176
20230103_35,N108.P01,7.26,10042
20230103_35,N093.P02,9.16,17250
20230103_35,N059.P06,9.257,123480
20230103_35,N094.P04,9.348,30531
20230103_35,Q128.P02,9.496,2684
20230103_35,Q054.P01,9.501,4141
20230103_35,Q081.P01,9.547,3299
20230103_35,Q069.P02,11.41,3303
20230103_35,R085.P01,12.753,11338
20230103_35,S113.P01,15.86,43841
20230103_35,S133.P01,16.114,459471
20230103_35,S084.P01,16.201,20859
20230103_35,S150.P01,17.019,80418
20230103_35,S099.P01,17.089,7258
20230103_35,S136.P01,17.108,151628
20230103_35,S105.P04,17.927,4066
20230103_35,T091.P08,25.16,10301
20230103_35,T073.P04,29.59,6630
20230103_38,M045.P06,3.971,181363
20230103_38,M045.P07,4.366,827880
20230103_38,M059.P04.2,4.568,29078
20230103_38,M055.P05,4.643,16728
20230103_38,M069.P05,4.804,6875
20230103_38,M109.P01,5.623,0
20230103_38,N093.P02,9.15,0
20230103_38,Q081.P01,9.465,5369
20230103_38,Q054.P01,9.507,8023
20230103_38,S113.P01,15.865,51124
20230103_38,S133.P01,16.118,427419
20230103_38,S150.P01,17.019,53055
20230103_38,S136.P01,17.117,102583
20230103_38,S105.P04,17.897,12644
20230103_38,T091.P08,25.165,24792
20230103_40,M045.P02,3.364,99494
20230103_40,M044.P03,3.449,38030
20230103_40,M045.P07,4.373,851388
20230103_40,V069.P04,4.436,64617
20230103_40,V056.P03,4.46,10364
20230103_40,M057.P08,4.669,27236
20230103_40,M069.P05,4.813,42176
20230103_40,N056.P02,6.511,7371
20230103_40,N059.P06,9.246,81836
20230103_40,N094.P04,9.361,22574
20230103_40,Q081.P01,9.459,6542
20230103_40,Q059.P01,10.021,17647
20230103_40,R085.P01,12.749,13775
20230103_40,S113.P01,15.854,22871
20230103_40,S133.P01,16.115,453475
20230103_40,S150.P01,17.014,73512
20230103_40,S099.P01,17.069,8056
20230103_40,S136.P01,17.11,128094
20230103_40,S147.P03,19.205,30382
20230103_40,T091.P08,25.169,27669
20230103_43,M045.P02,3.302,404997
20230103_43,M057.P03,3.673,26155
20230103_43,M045.P06,3.974,99341
20230103_43,M045.P07,4.359,233526
20230103_43,N108.P01,7.067,4301
20230103_43,N057.P06,7.727,11998
20230103_43,W116.P01,8.227,0
20230103_43,Q069.P02,11.408,2968
20230103_43,R085.P01,12.785,11192
20230103_46,M043.P03,3.403,74238
20230103_46,V069.P04,4.357,174544
20230103_46,M045.P07,4.364,829225
20230103_46,N094.P04,9.266,21734
20230103_46,Q081.P01,9.45,4523
20230103_46,Q113.P02,11.141,3650
20230103_46,R085.P01,12.761,20068
20230103_46,S113.P01,15.85,30519
20230103_46,S133.P01,16.108,487316
20230103_46,S084.P01,16.19,8167
20230103_46,S150.P01,17.009,67612
20230103_46,S136.P01,17.105,132576
20230103_46,S128.P01,17.523,23539
20230103_46,S105.P04,17.907,9004
20230103_46,T091.P08,25.168,25738
20230103_48,M045.P02,3.312,537551
20230103_48,V069.P04,4.341,104322
20230103_48,M045.P07,4.346,496527
20230103_48,N057.P06,7.677,37056
20230103_48,N093.P02,9.116,0
20230103_48,N059.P06,9.2,106820
20230103_48,N094.P04,9.325,17736
20230103_48,Q081.P01,9.451,8186
20230103_48,Q125.P01,9.888,5429
20230103_48,R085.P01,12.725,42005
20230103_48,S100.P01,15.788,3015
20230103_48,S113.P01,15.842,47159
20230103_48,S133.P01,16.104,444511
20230103_48,S150.P01,17.008,66220
20230103_48,S099.P01,17.07,11862
20230103_48,S136.P01,17.099,143770
20230103_48,S105.P04,17.896,21055
20230103_48,T091.P08,25.156,26567
20230103_50,M056.P02,3.124,10630
20230103_50,M043.P03,3.165,66804
20230103_50,M045.P02,3.203,21065
20230103_50,V069.P04,4.337,158180
20230103_50,M045.P07,4.354,1407220
20230103_50,M073.P01.3,5.14,6146
20230103_50,N058.P02,5.742,21582
20230103_50,N074.P02,7.331,35685
20230103_50,N057.P07,7.674,20016
20230103_50,Q081.P01,9.457,1892
20230103_50,Q059.P01,10.02,13140
20230103_50,R085.P01,12.723,24311
20230103_50,S133.P01,16.104,369792
20230103_50,S084.P01,16.188,6124
20230103_50,S150.P01,17.007,56950
20230103_50,S136.P01,17.101,103360
20230103_50,S105.P04,17.898,9454
20230103_50,S095.P01,18.133,0
20230103_50,S147.P03,19.209,21282
20230103_50,T091.P08,25.16,22240
20230103_53,V069.P04,4.346,165612
20230103_53,M045.P07,4.373,485617
20230103_53,M069.P05,4.813,1423
20230103_53,N056.P02,6.494,7275
20230103_53,N070.P03,8.895,7712
20230103_53,N093.P02,9.142,25848
20230103_53,N094.P04,9.309,31927
20230103_53,Q081.P01,9.439,4136
20230103_53,Q054.P01,9.507,1666
20230103_53,Q085.P01,10.303,40290
20230103_53,R085.P01,12.733,36198
20230103_53,S100.P01,15.779,6888
20230103_53,S113.P01,15.835,38962
20230103_53,S133.P01,16.095,486085
20230103_53,S084.P01,16.184,9272
20230103_53,S099.P01,17.041,7580
20230103_53,S136.P01,17.093,122892
20230103_53,S105.P04,17.87,29117
20230103_53,S114.P02,18.159,12100
20230103_53,S091.P02,18.51,3358
20230103_53,T091.P08,25.152,22331
20230103_56,M056.P02,3.137,8287
20230103_56,M045.P07,4.356,840555
20230103_56,M069.P05,4.792,140433
20230103_56,N057.P06,7.726,8830
20230103_56,N059.P06,9.277,6929
20230103_56,Q081.P01,9.437,5428
20230103_56,Q059.P01,10.017,7286
20230103_56,R085.P01,12.724,19370
20230103_56,S113.P01,15.833,27204
20230103_56,S133.P01,16.098,423138
20230103_56,S084.P01,16.186,8634
20230103_56,S150.P01,17.002,72783
20230103_56,S136.P01,17.09,137747
20230103_56,S105.P04,17.893,7831
20230103_56,S095.P01,18.143,6520
20230103_56,T057.P13,30.373,3505
20230103_57,M071.P01,2.828,176692
20230103_57,M044.P03,3.407,18882
20230103_57,M043.P08,4.067,44311
20230103_57,M045.P07,4.354,481869
20230103_57,M057.P08,4.643,4037
20230103_57,M073.P01.3,5.236,0
20230103_57,M109.P01,5.62,0
20230103_57,N056.P02,6.537,2650
20230103_57,N093.P02,9.138,3868
20230103_57,Q054.P01,9.441,1867
20230103_57,Q081.P01,9.462,1465
20230103_57,Q128.P02,9.483,1865
20230103_57,Q105.P04,10.957,12775
20230103_57,R085.P01,12.781,7826
20230103_57,S113.P01,15.859,13159
20230103_57,S100.P01,15.872,0
20230103_57,S133.P01,16.126,165222
20230103_57,S084.P01,16.188,12104
20230103_57,S105.P04,17.9,4231
20230103_57,S095.P01,18.178,2079
20230103_57,T073.P04,29.53,4362
20230103_60,M071.P01,2.738,98858
20230103_60,M043.P03,3.033,73037
20230103_60,V069.P04,4.341,47923
20230103_60,M045.P07,4.35,442293
20230103_60,M059.P04.2,4.487,44782
20230103_60,M069.P05,4.784,12817
20230103_60,N056.P02,6.524,3323
20230103_60,N074.P02,7.33,337524
20230103_60,N057.P06,7.698,5784
20230103_60,N093.P02,9.143,57232
20230103_60,N094.P04,9.372,19970
20230103_60,Q081.P01,9.45,4726
20230103_60,Q125.P01,9.899,0
20230103_60,Q108.P04,10.818,11865
20230103_60,S113.P01,15.834,6725
20230103_60,S133.P01,16.118,128534
20230103_60,S072.P01,16.623,5545
20230103_60,S150.P01,17.011,31565
20230103_60,S099.P01,17.06,20794
20230103_60,S105.P04,17.909,11385
20230103_63,M071.P01,2.804,23024
20230103_63,M043.P03,2.984,86239
20230103_63,M045.P07,4.338,1001851
20230103_63,V069.P04,4.339,161613
20230103_63,M059.P04.2,4.57,17432
20230103_63,M069.P05,4.693,5055
20230103_63,N057.P07,7.63,12688
20230103_63,N057.P06,7.65,6919
20230103_63,W116.P01,8.22,0
20230103_63,N059.P06,9.171,47534
20230103_63,N044.P11,9.223,2574
20230103_63,N094.P04,9.268,20172
20230103_63,Q054.P01,9.422,2852
20230103_63,Q081.P01,9.439,4532
20230103_63,Q097.P03,11.313,4795
20230103_63,R085.P01,12.717,22911
20230103_63,S100.P01,15.787,0
20230103_63,S113.P01,15.829,24222
20230103_63,S133.P01,16.1,398488
20230103_63,S131.P01,16.168,7298
20230103_63,S136.P01,17.093,118540
20230103_63,S114.P02,18.181,9095
20230103_64,V069.P04,4.348,97928
20230103_64,M045.P07,4.361,1063775
20230103_64,M057.P08,4.653,21177
20230103_64,M069.P05,4.797,46585
20230103_64,M073.P01.3,5.152,5099
20230103_64,N057.P06,7.702,13281
20230103_64,N059.P06,9.233,60193
20230103_64,Q081.P01,9.443,4897
20230103_64,Q122.P02,10.276,19102
20230103_64,R085.P01,12.728,9165
20230103_64,S100.P01,15.824,0
20230103_64,S133.P01,16.104,434652
20230103_64,S084.P01,16.189,5528
20230103_64,S150.P01,17.005,81580
20230103_64,S136.P01,17.099,142015
20230103_64,S105.P04,17.908,10645
20230103_64,T091.P08,25.166,24555
20230103_65,M043.P03,3.044,64757
20230103_65,M045.P07,4.343,834089
20230103_65,V069.P04,4.345,171284
20230103_65,M069.P05,4.785,40275
20230103_65,N056.P02,6.497,6311
20230103_65,W059.P01,6.787,6017
20230103_65,N044.P11,9.162,18136
20230103_65,N059.P06,9.168,66883
20230103_65,N094.P04,9.249,13403
20230103_65,Q081.P01,9.44,3315
20230103_65,Q054.P01,9.493,3743
20230103_65,R085.P01,12.712,16631
20230103_65,S113.P01,15.839,31953
20230103_65,S100.P01,15.847,0
20230103_65,S133.P01,16.102,433871
20230103_65,S084.P01,16.188,12596
20230103_65,S150.P01,17.004,82481
20230103_65,S099.P01,17.054,7251
20230103_65,S136.P01,17.093,150780
20230103_65,S105.P04,17.895,11279
20230103_65,T091.P08,25.159,21418
20230103_68,M057.P02,3.136,8497
20230103_68,M045.P02,3.377,5918
20230103_68,M044.P03,3.437,39807
20230103_68,M045.P07,4.356,729647
20230103_68,N093.P02,9.144,8140
20230103_68,N044.P11,9.232,8047
20230103_68,N059.P06,9.242,38155
20230103_68,N094.P04,9.25,13675
20230103_68,Q081.P01,9.453,1070
20230103_68,Q059.P01,10.077,9587
20230103_68,R085.P01,12.727,8441
20230103_68,S113.P01,15.84,24271
20230103_68,S133.P01,16.104,391472
20230103_68,S084.P01,16.181,6463
20230103_68,S150.P01,17.008,56724
20230103_68,S099.P01,17.053,2524
20230103_68,S136.P01,17.104,107441
20230103_68,T091.P08,25.166,18398
20230103_71,M071.P01,2.738,67743
20230103_71,M056.P02,3.131,26510
20230103_71,M045.P02,3.291,6849
20230103_71,M045.P07,4.351,263305
20230103_71,M109.P01,5.607,0
20230103_71,N070.P03,8.924,1221
20230103_71,N093.P02,9.146,6456
20230103_71,Q081.P01,9.45,4770
20230103_71,S133.P01,16.134,88565
20230103_71,S084.P01,16.197,5587
20230103_71,S136.P01,17.16,5658
20230103_71,S105.P04,17.904,3130
20230103_71,S095.P01,18.19,3646
20230103_71,S114.P02,18.253,0
20230103_71,T091.P08,25.185,1947
20230103_74,M045.P02,3.266,14318
20230103_74,M045.P07,4.35,698872
20230103_74,M059.P04.2,4.56,855556
20230103_74,N056.P02,6.513,4829
20230103_74,N059.P06,9.198,65686
20230103_74,N094.P04,9.257,21035
20230103_74,Q081.P01,9.437,8113
20230103_74,R085.P01,12.733,9452
20230103_74,S113.P01,15.843,28385
20230103_74,S133.P01,16.106,385683
20230103_74,S084.P01,16.192,7471
20230103_74,S131.P01,16.247,2227
20230103_74,S150.P01,17.008,49168
20230103_74,S099.P01,17.056,5766
20230103_74,S136.P01,17.104,99212
20230103_74,S105.P04,17.903,14878
20230103_74,S147.P03,19.214,18432
20230103_74,T091.P08,25.163,22325
20230111_04,M056.P02,3.137,16803
20230111_04,M057.P02,3.142,11709
20230111_04,M044.P03,3.423,24642
20230111_04,M045.P07,4.35,950888
20230111_04,M057.P08,4.656,10891
20230111_04,M069.P05,4.8,28175
20230111_04,M073.P01.3,5.157,7204
20230111_04,N108.P01,7.12,89488
20230111_04,N093.P02,9.159,28938
20230111_04,N059.P06,9.238,30431
20230111_04,Q081.P01,9.462,6990
20230111_04,Q122.P02,10.279,21957
20230111_04,R085.P01,12.746,16965
20230111_04,S113.P01,15.863,22552
20230111_04,S133.P01,16.117,434335
20230111_04,S084.P01,16.198,25099
20230111_04,S150.P01,17.02,87364
20230111_04,S136.P01,17.115,164909
20230111_04,S105.P04,17.925,10983
20230111_04,S095.P01,18.196,3088
20230111_04,S147.P03,19.249,52333
20230111_04,T091.P08,25.187,22639
20230111_06,M041.P04,3.417,46714
20230111_06,M045.P07,4.357,1371953
20230111_06,M069.P05,4.723,0
20230111_06,N056.P02,6.529,5975
20230111_06,N059.P06,9.286,111269
20230111_06,Q081.P01,9.455,6061
20230111_06,Q054.P01,9.511,2882
20230111_06,R085.P01,12.772,23834
20230111_06,S100.P01,15.848,1732
20230111_06,S113.P01,15.864,42368
20230111_06,S133.P01,16.119,502698
20230111_06,S084.P01,16.202,6649
20230111_06,S150.P01,17.023,60349
20230111_06,S136.P01,17.129,101507
20230111_06,S105.P04,17.913,12503
20230111_06,S147.P03,19.269,26065
20230111_06,T091.P08,25.172,28999
20230111_07,M056.P02,3.124,25570
20230111_07,V069.P04,4.364,68820
20230111_07,M045.P07,4.37,452656
20230111_07,N093.P02,9.161,1072
20230111_07,N094.P04,9.347,1693
20230111_07,Q081.P01,9.465,3299
20230111_07,Q122.P02,10.28,10865
20230111_07,Q108.P04,10.832,17995
20230111_07,S133.P01,16.145,180518
20230111_07,S084.P01,16.207,3702
20230111_07,S150.P01,17.032,40376
20230111_07,S136.P01,17.194,24431
20230111_07,S105.P04,17.963,5649
20230111_07,S091.P02,18.442,1245
20230111_08,M071.P01,2.813,27304
20230111_08,M045.P07,4.347,160409
20230111_08,M059.P04.2,4.39,95148
20230111_08,V069.P04,4.393,43299
20230111_08,M109.P01,5.551,9580
20230111_08,N070.P03,8.957,0
20230111_08,N093.P02,9.15,10396
20230111_08,N059.P06,9.255,21943
20230111_08,Q081.P01,9.458,2030
20230111_08,S113.P01,15.848,16613
20230111_08,S133.P01,16.125,207974
20230111_08,S084.P01,16.197,2947
20230111_08,S131.P01,16.213,17589
20230111_08,S150.P01,17.026,26905
20230111_08,S099.P01,17.08,11474
20230111_08,S136.P01,17.152,22891
20230111_08,S105.P04,17.893,5489
20230111_08,S147.P03,19.281,8533
20230111_08,T091.P08,25.186,4183
20230111_09,M057.P02,3.122,10309
20230111_09,M045.P07,4.354,488249
20230111_09,V069.P04,4.403,23495
20230111_09,M057.P08,4.653,12458
20230111_09,N073.P01,5.985,13420
20230111_09,N108.P01,7.073,16033
20230111_09,N074.P02,7.332,64894
20230111_09,N093.P02,9.155,1936
20230111_09,Q081.P01,9.459,4447
20230111_09,Q122.P02,10.283,12176
20230111_09,Q057.P09,10.757,6151
20230111_09,R085.P01,12.788,7753
20230111_09,S113.P01,15.859,13174
20230111_09,S133.P01,16.136,165202
20230111_09,S131.P01,16.256,7791
20230111_09,S136.P01,17.168,14221
20230111_09,S105.P04,17.933,2736
20230111_09,S095.P01,18.24,0
20230111_09,S147.P03,19.307,9750
20230111_11,M045.P07,4.362,1244869
20230111_11,M069.P05,4.801,15547
20230111_11,M109.P01,5.593,3516
20230111_11,Q081.P01,9.455,7241
20230111_11,Q125.P01,9.925,1824
20230111_11,R085.P01,12.768,35598
20230111_11,S113.P01,15.858,48514
20230111_11,S133.P01,16.112,532458
20230111_11,S084.P01,16.197,12018
20230111_11,S150.P01,17.011,70512
20230111_11,S136.P01,17.11,135184
20230111_11,S105.P04,17.908,16379
20230111_11,S091.P02,18.507,6502
20230111_11,T091.P08,25.163,32326
20230111_12,M071.P01,2.749,62416
20230111_12,M045.P07,4.361,833013
20230111_12,M057.P08,4.643,39938
20230111_12,M069.P05,4.797,79953
20230111_12,Q081.P01,9.448,7862
20230111_12,Q113.P02,11.153,5550
20230111_12,R085.P01,12.753,17517
20230111_12,S100.P01,15.833,3129
20230111_12,S113.P01,15.857,56694
20230111_12,S133.P01,16.111,560332
20230111_12,S084.P01,16.196,13926
20230111_12,S150.P01,17.012,92606
20230111_12,S099.P01,17.066,5826
20230111_12,S136.P01,17.111,185671
20230111_12,S105.P04,17.897,23658
20230111_12,S114.P02,18.181,18911
20230111_12,T091.P08,25.164,31987
20230111_13,M043.P03,3.037,11135
20230111_13,M043.P08,4.083,29269
20230111_13,V069.P04,4.367,207897
20230111_13,W116.P01,8.199,1239
20230111_13,N093.P02,9.163,1900
20230111_13,Q054.P01,9.39,2848
20230111_13,Q128.P02,9.394,17804
20230111_13,Q081.P01,9.454,4014
20230111_13,Q125.P01,9.932,2376
20230111_13,Q122.P02,10.273,23764
20230111_13,R085.P01,12.817,4127
20230111_13,S113.P01,15.878,51928
20230111_13,S133.P01,16.115,577523
20230111_13,S084.P01,16.2,13896
20230111_13,S136.P01,17.123,125595
20230111_13,S105.P04,17.92,8934
20230111_13,T091.P08,25.175,27866
20230111_15,M045.P07,4.38,1156166
20230111_15,N056.P02,6.558,3022
20230111_15,N057.P07,7.583,151000
20230111_15,N057.P10,8.601,55782
20230111_15,N059.P06,9.153,145497
20230111_15,N094.P04,9.304,49397
20230111_15,Q081.P01,9.456,6596
20230111_15,Q085.P01,10.25,44937
20230111_15,R085.P01,12.717,32345
20230111_15,S100.P01,15.787,3713
20230111_15,S113.P01,15.84,45752
20230111_15,S133.P01,16.113,501853
20230111_15,S084.P01,16.202,13002
20230111_15,S150.P01,17.014,65126
20230111_15,S136.P01,17.104,165758
20230111_15,S128.P01,17.517,7287
20230111_15,S105.P04,17.91,11304
20230111_15,T091.P08,25.166,29192
20230111_16,M043.P03,3.362,34807
20230111_16,M041.P04,3.403,111449
20230111_16,M045.P07,4.359,612252
20230111_16,N056.P02,6.529,13742
20230111_16,N059.P06,9.279,192216
20230111_16,Q081.P01,9.453,8418
20230111_16,R085.P01,12.762,42010
20230111_16,R056.P03,13.881,5335
20230111_16,S113.P01,15.863,55479
20230111_16,S133.P01,16.119,422000
20230111_16,S084.P01,16.203,7411
20230111_16,S150.P01,17.021,56741
20230111_16,S136.P01,17.119,108469
20230111_16,S105.P04,17.88,6590
20230111_16,S147.P03,19.24,26127
20230111_16,T091.P08,25.171,21284
20230111_18,M044.P03,3.457,54903
20230111_18,M045.P07,4.374,1018947
20230111_18,V069.P04,4.381,204009
